activo,fecha,volumen
MSFT,2022-09-26,27694200
MSFT,2022-09-27,27018700
MSFT,2022-09-28,29029700
MSFT,2022-09-29,27484200
MSFT,2022-09-30,35694800
MSFT,2022-10-03,28880400
MSFT,2022-10-04,34888400
MSFT,2022-10-05,20347100
MSFT,2022-10-06,20239900
MSFT,2022-10-07,37769600
MSFT,2022-10-10,29743600
MSFT,2022-10-11,30474000
MSFT,2022-10-12,21903900
MSFT,2022-10-13,42551800
MSFT,2022-10-14,30198600
MSFT,2022-10-17,28142300
MSFT,2022-10-18,26329600
MSFT,2022-10-19,19985700
MSFT,2022-10-20,21811000
MSFT,2022-10-21,26299700
MSFT,2022-10-24,24911200
MSFT,2022-10-25,34775500
MSFT,2022-10-26,82543200
MSFT,2022-10-27,40424600
MSFT,2022-10-28,40647700
MSFT,2022-10-31,28357300
MSFT,2022-11-01,30592300
MSFT,2022-11-02,38407000
MSFT,2022-11-03,36633900
MSFT,2022-11-04,36789100
MSFT,2022-11-07,33498000
MSFT,2022-11-08,28192500
MSFT,2022-11-09,27852900
MSFT,2022-11-10,46268000
MSFT,2022-11-11,34620200
MSFT,2022-11-14,31123300
MSFT,2022-11-15,31390100
MSFT,2022-11-16,24093300
MSFT,2022-11-17,23123500
MSFT,2022-11-18,27613500
MSFT,2022-11-21,26394700
MSFT,2022-11-22,19665700
MSFT,2022-11-23,19508500
MSFT,2022-11-25,9200800
MSFT,2022-11-28,24778200
MSFT,2022-11-29,17956300
MSFT,2022-11-30,47594200
MSFT,2022-12-01,26041500
MSFT,2022-12-02,21528500
MSFT,2022-12-05,23435300
MSFT,2022-12-06,22463700
MSFT,2022-12-07,20481500
MSFT,2022-12-08,22611800
MSFT,2022-12-09,20609700
MSFT,2022-12-12,30665100
MSFT,2022-12-13,42196900
MSFT,2022-12-14,35410900
MSFT,2022-12-15,35560400
MSFT,2022-12-16,86102000
MSFT,2022-12-19,29696400
MSFT,2022-12-20,25150800
MSFT,2022-12-21,23690600
MSFT,2022-12-22,28651700
MSFT,2022-12-23,21207000
MSFT,2022-12-27,16688600
MSFT,2022-12-28,17457100
MSFT,2022-12-29,19770700
MSFT,2022-12-30,21938500
MSFT,2023-01-03,25740000
MSFT,2023-01-04,50623400
MSFT,2023-01-05,39585600
MSFT,2023-01-06,43613600
MSFT,2023-01-09,27369800
MSFT,2023-01-10,27033900
MSFT,2023-01-11,28669300
MSFT,2023-01-12,27269500
MSFT,2023-01-13,21333300
MSFT,2023-01-17,29831300
MSFT,2023-01-18,30028700
MSFT,2023-01-19,28623000
MSFT,2023-01-20,35389800
MSFT,2023-01-23,31934000
MSFT,2023-01-24,40234400
MSFT,2023-01-25,66526600
MSFT,2023-01-26,33454500
MSFT,2023-01-27,26498900
MSFT,2023-01-30,25867400
MSFT,2023-01-31,26541100
MSFT,2023-02-01,31259900
MSFT,2023-02-02,39940400
MSFT,2023-02-03,29077300
MSFT,2023-02-06,22518000
MSFT,2023-02-07,50841400
MSFT,2023-02-08,54686000
MSFT,2023-02-09,42375100
MSFT,2023-02-10,25818500
MSFT,2023-02-13,44630900
MSFT,2023-02-14,37047900
MSFT,2023-02-15,28922400
MSFT,2023-02-16,29603600
MSFT,2023-02-17,30000100
MSFT,2023-02-21,28397400
MSFT,2023-02-22,22491100
MSFT,2023-02-23,29219100
MSFT,2023-02-24,24990900
MSFT,2023-02-27,21190000
MSFT,2023-02-28,22491000
MSFT,2023-03-01,27565300
MSFT,2023-03-02,24808200
MSFT,2023-03-03,30760100
MSFT,2023-03-06,24109800
MSFT,2023-03-07,21473200
MSFT,2023-03-08,17340200
MSFT,2023-03-09,26653400
MSFT,2023-03-10,28333900
MSFT,2023-03-13,33339700
MSFT,2023-03-14,33620300
MSFT,2023-03-15,46028000
MSFT,2023-03-16,54768800
MSFT,2023-03-17,69527400
MSFT,2023-03-20,43466600
MSFT,2023-03-21,34558700
MSFT,2023-03-22,34873300
MSFT,2023-03-23,36610900
MSFT,2023-03-24,28172000
MSFT,2023-03-27,26840200
MSFT,2023-03-28,21878600
MSFT,2023-03-29,25087000
MSFT,2023-03-30,25053400
MSFT,2023-03-31,32766000
MSFT,2023-04-03,24883300
MSFT,2023-04-04,25824300
MSFT,2023-04-05,22064800
MSFT,2023-04-06,29770300
MSFT,2023-04-10,23103000
MSFT,2023-04-11,27276600
MSFT,2023-04-12,27403400
MSFT,2023-04-13,24222700
MSFT,2023-04-14,20987900
MSFT,2023-04-17,23836200
MSFT,2023-04-18,20161800
MSFT,2023-04-19,17150300
MSFT,2023-04-20,23244400
MSFT,2023-04-21,21676400
MSFT,2023-04-24,26611000
MSFT,2023-04-25,45772200
MSFT,2023-04-26,64599200
MSFT,2023-04-27,46462600
MSFT,2023-04-28,36469600
MSFT,2023-05-01,21294100
MSFT,2023-05-02,26404400
MSFT,2023-05-03,22360800
MSFT,2023-05-04,22519900
MSFT,2023-05-05,28197100
MSFT,2023-05-08,21318600
MSFT,2023-05-09,21340800
MSFT,2023-05-10,30078000
MSFT,2023-05-11,31680200
MSFT,2023-05-12,19774700
MSFT,2023-05-15,16336500
MSFT,2023-05-16,26730300
MSFT,2023-05-17,24315000
MSFT,2023-05-18,27276000
MSFT,2023-05-19,27546700
MSFT,2023-05-22,24115700
MSFT,2023-05-23,30797200
MSFT,2023-05-24,23384900
MSFT,2023-05-25,43301700
MSFT,2023-05-26,36630600
MSFT,2023-05-30,29503100
MSFT,2023-05-31,45950600
MSFT,2023-06-01,26773900
MSFT,2023-06-02,25873800
MSFT,2023-06-05,21307100
MSFT,2023-06-06,20396200
MSFT,2023-06-07,40717100
MSFT,2023-06-08,23277700
MSFT,2023-06-09,22529000
MSFT,2023-06-12,24260300
MSFT,2023-06-13,22951300
MSFT,2023-06-14,26003800
MSFT,2023-06-15,38899100
MSFT,2023-06-16,46552000
MSFT,2023-06-20,26375400
MSFT,2023-06-21,25117800
MSFT,2023-06-22,23556800
MSFT,2023-06-23,23146900
MSFT,2023-06-26,21520600
MSFT,2023-06-27,24354100
MSFT,2023-06-28,20259500
MSFT,2023-06-29,16997000
MSFT,2023-06-30,26832800
MSFT,2023-07-03,12508700
MSFT,2023-07-05,18172400
MSFT,2023-07-06,28161200
MSFT,2023-07-07,21214800
MSFT,2023-07-10,32791400
MSFT,2023-07-11,26698200
MSFT,2023-07-12,29995300
MSFT,2023-07-13,20567200
MSFT,2023-07-14,28352700
MSFT,2023-07-17,20363900
MSFT,2023-07-18,64738600
MSFT,2023-07-19,39732900
MSFT,2023-07-20,33778400
MSFT,2023-07-21,69405400
MSFT,2023-07-24,26678100
MSFT,2023-07-25,41637700
MSFT,2023-07-26,58383700
MSFT,2023-07-27,39635300
MSFT,2023-07-28,28484900
MSFT,2023-07-31,25446000
MSFT,2023-08-01,18311900
MSFT,2023-08-02,27761300
MSFT,2023-08-03,18253700
MSFT,2023-08-04,23741500
MSFT,2023-08-07,17741500
MSFT,2023-08-08,22327600
MSFT,2023-08-09,22373300
MSFT,2023-08-10,20113700
MSFT,2023-08-11,24355500
MSFT,2023-08-14,18836100
MSFT,2023-08-15,16966300
MSFT,2023-08-16,20698900
MSFT,2023-08-17,21257200
MSFT,2023-08-18,24755000
MSFT,2023-08-21,24040000
MSFT,2023-08-22,16084600
MSFT,2023-08-23,21166400
MSFT,2023-08-24,23281400
MSFT,2023-08-25,21684100
MSFT,2023-08-28,14808500
MSFT,2023-08-29,19284600
MSFT,2023-08-30,15222100
MSFT,2023-08-31,26411000
MSFT,2023-09-01,14942000
MSFT,2023-09-05,18553900
MSFT,2023-09-06,17535800
MSFT,2023-09-07,18381000
MSFT,2023-09-08,19530100
MSFT,2023-09-11,16583300
MSFT,2023-09-12,17565500
MSFT,2023-09-13,16544400
MSFT,2023-09-14,20267000
MSFT,2023-09-15,37679800
MSFT,2023-09-18,16834200
MSFT,2023-09-19,16505900
MSFT,2023-09-20,21436500
MSFT,2023-09-21,35560400
MSFT,2023-09-22,21447900
MSFT,2023-09-25,17836000
MSFT,2023-09-26,26297600
MSFT,2023-09-27,19410100
MSFT,2023-09-28,19683600
MSFT,2023-09-29,24147300
MSFT,2023-10-02,20570000
MSFT,2023-10-03,21033500
MSFT,2023-10-04,20720100
MSFT,2023-10-05,16965600
MSFT,2023-10-06,25673600
MSFT,2023-10-09,19891200
MSFT,2023-10-10,20557100
MSFT,2023-10-11,20063200
MSFT,2023-10-12,19313100
MSFT,2023-10-13,21072400
MSFT,2023-10-16,22158000
MSFT,2023-10-17,18338500
MSFT,2023-10-18,23153600
MSFT,2023-10-19,25052100
MSFT,2023-10-20,25027700
MSFT,2023-10-23,24374700
MSFT,2023-10-24,31153600
MSFT,2023-10-25,55053800
MSFT,2023-10-26,37828500
MSFT,2023-10-27,29856500
MSFT,2023-10-30,22828100
MSFT,2023-10-31,20265300
MSFT,2023-11-01,28158800
MSFT,2023-11-02,24348100
MSFT,2023-11-03,23637700
MSFT,2023-11-06,23828300
MSFT,2023-11-07,25833900
MSFT,2023-11-08,26767800
MSFT,2023-11-09,24847300
MSFT,2023-11-10,28042100
MSFT,2023-11-13,19986500
MSFT,2023-11-14,27683900
MSFT,2023-11-15,26860100
MSFT,2023-11-16,27182300
MSFT,2023-11-17,40157000
MSFT,2023-11-20,52465100
MSFT,2023-11-21,28423100
MSFT,2023-11-22,23345300
MSFT,2023-11-24,10176600
MSFT,2023-11-27,22179200
MSFT,2023-11-28,20453100
MSFT,2023-11-29,28963400
MSFT,2023-11-30,30554400
MSFT,2023-12-01,33040500
MSFT,2023-12-04,32063300
MSFT,2023-12-05,23065000
MSFT,2023-12-06,21182100
MSFT,2023-12-07,23118900
MSFT,2023-12-08,20154400
MSFT,2023-12-11,27708800
MSFT,2023-12-12,24838300
MSFT,2023-12-13,30955500
MSFT,2023-12-14,43277500
MSFT,2023-12-15,78502300
MSFT,2023-12-18,21802900
MSFT,2023-12-19,20603700
MSFT,2023-12-20,26316700
MSFT,2023-12-21,17708000
MSFT,2023-12-22,17107500
MSFT,2023-12-26,12673100
MSFT,2023-12-27,14905400
MSFT,2023-12-28,14327000
MSFT,2023-12-29,18730800
MSFT,2024-01-02,25258600
MSFT,2024-01-03,23083500
MSFT,2024-01-04,20901500
MSFT,2024-01-05,21004600
MSFT,2024-01-08,23134000
MSFT,2024-01-09,20830000
MSFT,2024-01-10,25514200
MSFT,2024-01-11,27850800
MSFT,2024-01-12,21661200
MSFT,2024-01-16,27202300
MSFT,2024-01-17,22234100
MSFT,2024-01-18,23392100
MSFT,2024-01-19,29331100
MSFT,2024-01-22,27016900
MSFT,2024-01-23,20525900
MSFT,2024-01-24,24867000
MSFT,2024-01-25,21021200
MSFT,2024-01-26,17803300
MSFT,2024-01-29,24510200
MSFT,2024-01-30,33477600
MSFT,2024-01-31,47871100
MSFT,2024-02-01,30657700
MSFT,2024-02-02,28256700
MSFT,2024-02-05,25352300
MSFT,2024-02-06,18382600
MSFT,2024-02-07,22340500
MSFT,2024-02-08,21225300
MSFT,2024-02-09,22032800
MSFT,2024-02-12,21202900
MSFT,2024-02-13,27824900
MSFT,2024-02-14,20401200
MSFT,2024-02-15,21825500
MSFT,2024-02-16,22296500
MSFT,2024-02-20,24307900
MSFT,2024-02-21,18518900
MSFT,2024-02-22,27009900
MSFT,2024-02-23,16295900
MSFT,2024-02-26,16193500
MSFT,2024-02-27,14835800
MSFT,2024-02-28,13183100
MSFT,2024-02-29,31947300
MSFT,2024-03-01,17823400
MSFT,2024-03-04,17596000
MSFT,2024-03-05,26919200
MSFT,2024-03-06,22344100
MSFT,2024-03-07,18718500
MSFT,2024-03-08,18002200
MSFT,2024-03-11,16120800
MSFT,2024-03-12,22457000
MSFT,2024-03-13,17115900
MSFT,2024-03-14,34157300
MSFT,2024-03-15,45079900
MSFT,2024-03-18,20106000
MSFT,2024-03-19,19837900
MSFT,2024-03-20,17860100
MSFT,2024-03-21,21296200
MSFT,2024-03-22,17648500
MSFT,2024-03-25,18060500
MSFT,2024-03-26,16725600
MSFT,2024-03-27,16705000
MSFT,2024-03-28,21871200
MSFT,2024-04-01,16316000
MSFT,2024-04-02,17912000
MSFT,2024-04-03,16502300
MSFT,2024-04-04,19370900
MSFT,2024-04-05,16554800
MSFT,2024-04-08,14272400
MSFT,2024-04-09,12496900
MSFT,2024-04-10,16216600
MSFT,2024-04-11,17966400
MSFT,2024-04-12,19253800
MSFT,2024-04-15,20273500
MSFT,2024-04-16,16765600
MSFT,2024-04-17,15855500
MSFT,2024-04-18,21029900
MSFT,2024-04-19,30565800
MSFT,2024-04-22,20286900
MSFT,2024-04-23,15734500
MSFT,2024-04-24,15065300
MSFT,2024-04-25,40586500
MSFT,2024-04-26,29694700
MSFT,2024-04-29,19582100
MSFT,2024-04-30,28781400
MSFT,2024-05-01,23562500
MSFT,2024-05-02,17709400
MSFT,2024-05-03,17446700
MSFT,2024-05-06,16996600
MSFT,2024-05-07,20018200
MSFT,2024-05-08,11792300
MSFT,2024-05-09,14689700
MSFT,2024-05-10,13402300
MSFT,2024-05-13,15440200
MSFT,2024-05-14,15109300
MSFT,2024-05-15,22239500
MSFT,2024-05-16,17530100
MSFT,2024-05-17,15352200
MSFT,2024-05-20,16272100
MSFT,2024-05-21,21453300
MSFT,2024-05-22,18073700
MSFT,2024-05-23,17211700
MSFT,2024-05-24,11855300
MSFT,2024-05-28,15718000
MSFT,2024-05-29,15517100
MSFT,2024-05-30,28394500
MSFT,2024-05-31,47995300
MSFT,2024-06-03,17484700
MSFT,2024-06-04,14348900
MSFT,2024-06-05,16988000
MSFT,2024-06-06,14861300
MSFT,2024-06-07,13621700
MSFT,2024-06-10,13982900
MSFT,2024-06-11,14551100
MSFT,2024-06-12,22366200
MSFT,2024-06-13,15960600
MSFT,2024-06-14,13582000
MSFT,2024-06-17,20790000
MSFT,2024-06-18,17112500
MSFT,2024-06-20,19877400
MSFT,2024-06-21,34187100
MSFT,2024-06-24,15913700
MSFT,2024-06-25,16413400
MSFT,2024-06-26,16507000
MSFT,2024-06-27,14806300
MSFT,2024-06-28,28362300
MSFT,2024-07-01,17662800
MSFT,2024-07-02,13979800
MSFT,2024-07-03,9932800
MSFT,2024-07-05,16000300
MSFT,2024-07-08,12962300
MSFT,2024-07-09,17207200
MSFT,2024-07-10,18196100
MSFT,2024-07-11,23111200
MSFT,2024-07-12,16324300
MSFT,2024-07-15,14429400
MSFT,2024-07-16,17175700
MSFT,2024-07-17,21778000
MSFT,2024-07-18,20794800
MSFT,2024-07-19,20940400
MSFT,2024-07-22,15808800
MSFT,2024-07-23,13107100
MSFT,2024-07-24,26805800
MSFT,2024-07-25,29943800
MSFT,2024-07-26,23583800
MSFT,2024-07-29,15125800
MSFT,2024-07-30,32687600
MSFT,2024-07-31,42891400
MSFT,2024-08-01,30296400
MSFT,2024-08-02,29437900
MSFT,2024-08-05,40709200
MSFT,2024-08-06,24946500
MSFT,2024-08-07,20650900
MSFT,2024-08-08,20203000
MSFT,2024-08-09,19276700
MSFT,2024-08-12,16762900
MSFT,2024-08-13,19414300
MSFT,2024-08-14,18267000
MSFT,2024-08-15,20752100
MSFT,2024-08-16,22775600
MSFT,2024-08-19,15234000
MSFT,2024-08-20,16387600
MSFT,2024-08-21,16067300
MSFT,2024-08-22,19361900
MSFT,2024-08-23,18493800
MSFT,2024-08-26,13152800
MSFT,2024-08-27,13492900
MSFT,2024-08-28,14882700
MSFT,2024-08-29,17045200
MSFT,2024-08-30,24308300
MSFT,2024-09-03,20313600
MSFT,2024-09-04,15135800
MSFT,2024-09-05,14195500
MSFT,2024-09-06,19609500
MSFT,2024-09-09,15295100
MSFT,2024-09-10,19594300
MSFT,2024-09-11,19266900
MSFT,2024-09-12,17395700
MSFT,2024-09-13,15874600
MSFT,2024-09-16,13834700
MSFT,2024-09-17,18874200
MSFT,2024-09-18,18898000
MSFT,2024-09-19,21706600
MSFT,2024-09-20,55167100
MSFT,2024-09-23,15128900
MSFT,2024-09-24,17015800
MSFT,2024-09-25,13396400
MSFT,2024-09-26,14492000
MSFT,2024-09-27,14896100
MSFT,2024-09-30,16807300
MSFT,2024-10-01,19092900
MSFT,2024-10-02,16582300
MSFT,2024-10-03,13686400
MSFT,2024-10-04,19169700
MSFT,2024-10-07,20919800
MSFT,2024-10-08,19229300
MSFT,2024-10-09,14974300
MSFT,2024-10-10,13848400
MSFT,2024-10-11,14144900
MSFT,2024-10-14,16653100
MSFT,2024-10-15,18900200
MSFT,2024-10-16,15508900
MSFT,2024-10-17,14820000
MSFT,2024-10-18,17145300
MSFT,2024-10-21,14206100
MSFT,2024-10-22,25482200
MSFT,2024-10-23,19654400
MSFT,2024-10-24,13581600
MSFT,2024-10-25,16899100
MSFT,2024-10-28,14882400
MSFT,2024-10-29,17644100
MSFT,2024-10-30,29749100
MSFT,2024-10-31,53971000
MSFT,2024-11-01,24230400
MSFT,2024-11-04,19672300
MSFT,2024-11-05,17626000
MSFT,2024-11-06,26681800
MSFT,2024-11-07,19901800
MSFT,2024-11-08,16891400
MSFT,2024-11-11,24503300
MSFT,2024-11-12,19401200
MSFT,2024-11-13,21502200
MSFT,2024-11-14,30246900
MSFT,2024-11-15,28247600
MSFT,2024-11-18,24727000
MSFT,2024-11-19,18133500
MSFT,2024-11-20,19191700
MSFT,2024-11-21,20780200
MSFT,2024-11-22,24814600
MSFT,2024-11-25,27691100
MSFT,2024-11-26,23458900
MSFT,2024-11-27,18332400
MSFT,2024-11-29,16271900
MSFT,2024-12-02,20207200
MSFT,2024-12-03,18302000
MSFT,2024-12-04,26009400
MSFT,2024-12-05,21697800
MSFT,2024-12-06,18821000
MSFT,2024-12-09,19144400
MSFT,2024-12-10,18469500
MSFT,2024-12-11,19200200
MSFT,2024-12-12,20834800
MSFT,2024-12-13,20177800
MSFT,2024-12-16,23598800
MSFT,2024-12-17,22733500
MSFT,2024-12-18,24444500
MSFT,2024-12-19,22963700
MSFT,2024-12-20,64263700
MSFT,2024-12-23,19152500
MSFT,2024-12-24,7164500
MSFT,2024-12-26,8194200
MSFT,2024-12-27,18117700
MSFT,2024-12-30,13158700
MSFT,2024-12-31,13246500
MSFT,2025-01-02,16896500
MSFT,2025-01-03,16662900
MSFT,2025-01-06,20573600
MSFT,2025-01-07,18139100
MSFT,2025-01-08,15054600
MSFT,2025-01-10,20201100
MSFT,2025-01-13,17604800
MSFT,2025-01-14,16935900
MSFT,2025-01-15,19637800
MSFT,2025-01-16,15300000
MSFT,2025-01-17,26197500
MSFT,2025-01-21,26085700
MSFT,2025-01-22,27803800
MSFT,2025-01-23,18389300
MSFT,2025-01-24,15549500
MSFT,2025-01-27,35647800
MSFT,2025-01-28,23491700
MSFT,2025-01-29,23581400
MSFT,2025-01-30,54586300
MSFT,2025-01-31,34161900
MSFT,2025-02-03,25679100
MSFT,2025-02-04,20532100
MSFT,2025-02-05,16316700
MSFT,2025-02-06,16309800
MSFT,2025-02-07,22886800
MSFT,2025-02-10,20817900
MSFT,2025-02-11,18140600
MSFT,2025-02-12,19121700
MSFT,2025-02-13,23891700
MSFT,2025-02-14,22758500
MSFT,2025-02-18,21423100
MSFT,2025-02-19,24114200
MSFT,2025-02-20,23508700
MSFT,2025-02-21,27524800
MSFT,2025-02-24,26443700
MSFT,2025-02-25,29387400
MSFT,2025-02-26,19619000
MSFT,2025-02-27,21127400
MSFT,2025-02-28,32845700
MSFT,2025-03-03,23007700
MSFT,2025-03-04,29342900
MSFT,2025-03-05,23433100
MSFT,2025-03-06,23304600
MSFT,2025-03-07,22034100
MSFT,2025-03-10,32840100
MSFT,2025-03-11,30380200
MSFT,2025-03-12,24253600
MSFT,2025-03-13,20473000
MSFT,2025-03-14,19952800
MSFT,2025-03-17,22474300
MSFT,2025-03-18,19486900
MSFT,2025-03-19,19185500
MSFT,2025-03-20,18470500
MSFT,2025-03-21,39675900
MSFT,2025-03-24,21004500
MSFT,2025-03-25,15775000
MSFT,2025-03-26,16108400
MSFT,2025-03-27,13766800
MSFT,2025-03-28,21632000
MSFT,2025-03-31,35184700
MSFT,2025-04-01,19689500
MSFT,2025-04-02,16092600
MSFT,2025-04-03,30198000
MSFT,2025-04-04,49209900
MSFT,2025-04-07,50425000
MSFT,2025-04-08,35868900
MSFT,2025-04-09,50199700
MSFT,2025-04-10,38024400
MSFT,2025-04-11,23839200
MSFT,2025-04-14,19251200
MSFT,2025-04-15,17199900
MSFT,2025-04-16,21967800
MSFT,2025-04-17,21120200
MSFT,2025-04-21,20807300
MSFT,2025-04-22,19485000
MSFT,2025-04-23,20545500
MSFT,2025-04-24,22232300
MSFT,2025-04-25,18973200
MSFT,2025-04-28,16579400
MSFT,2025-04-29,14974000
MSFT,2025-04-30,36461100
MSFT,2025-05-01,58938100
MSFT,2025-05-02,30757400
MSFT,2025-05-05,20136100
MSFT,2025-05-06,15104200
MSFT,2025-05-07,23295300
MSFT,2025-05-08,23491300
MSFT,2025-05-09,15324200
MSFT,2025-05-12,22821900
MSFT,2025-05-13,23618800
MSFT,2025-05-14,19902800
MSFT,2025-05-15,21992300
MSFT,2025-05-16,23849800
MSFT,2025-05-19,21336500
MSFT,2025-05-20,15441800
MSFT,2025-05-21,19216900
MSFT,2025-05-22,18025600
MSFT,2025-05-23,16883500
MSFT,2025-05-27,20974300
MSFT,2025-05-28,17086300
MSFT,2025-05-29,13974800
MSFT,2025-05-30,34770500
MSFT,2025-06-02,16626500
MSFT,2025-06-03,15743800
MSFT,2025-06-04,14162700
MSFT,2025-06-05,20131700
MSFT,2025-06-06,15285600
MSFT,2025-06-09,16469900
MSFT,2025-06-10,15375900
MSFT,2025-06-11,16399200
MSFT,2025-06-12,18950600
MSFT,2025-06-13,16814500
MSFT,2025-06-16,15626100
MSFT,2025-06-17,15414100
MSFT,2025-06-18,17526500
MSFT,2025-06-20,37576200
MSFT,2025-06-23,24864000
MSFT,2025-06-24,22305600
MSFT,2025-06-25,17495100
MSFT,2025-06-26,21578900
MSFT,2025-06-27,34539200
MSFT,2025-06-30,28369000
MSFT,2025-07-01,19945400
MSFT,2025-07-02,16319600
MSFT,2025-07-03,13984800
MSFT,2025-07-07,13981600
MSFT,2025-07-08,11846600
MSFT,2025-07-09,18659500
MSFT,2025-07-10,16492100
MSFT,2025-07-11,16459500
MSFT,2025-07-14,12058800
MSFT,2025-07-15,14927200
MSFT,2025-07-16,15154400
MSFT,2025-07-17,17503100
MSFT,2025-07-18,21209700
MSFT,2025-07-21,14066800
MSFT,2025-07-22,13868600
MSFT,2025-07-23,16396600
MSFT,2025-07-24,16107000
MSFT,2025-07-25,19125700
MSFT,2025-07-28,14308000
MSFT,2025-07-29,16469200
MSFT,2025-07-30,26380400
MSFT,2025-07-31,51617300
MSFT,2025-08-01,28977600
MSFT,2025-08-04,25349000
MSFT,2025-08-05,19171600
MSFT,2025-08-06,21355700
MSFT,2025-08-07,16079100
MSFT,2025-08-08,15531000
MSFT,2025-08-11,20194400
MSFT,2025-08-12,18667000
MSFT,2025-08-13,19619200
MSFT,2025-08-14,20269100
MSFT,2025-08-15,25213300
MSFT,2025-08-18,23760600
MSFT,2025-08-19,21481000
MSFT,2025-08-20,27723000
MSFT,2025-08-21,18443300
MSFT,2025-08-22,24324200
MSFT,2025-08-25,21638600
MSFT,2025-08-26,30835700
MSFT,2025-08-27,17277900
MSFT,2025-08-28,18015600
MSFT,2025-08-29,20961600
MSFT,2025-09-02,18128000
MSFT,2025-09-03,16345100
MSFT,2025-09-04,15509500
MSFT,2025-09-05,31994800
MSFT,2025-09-08,16771000
MSFT,2025-09-09,14410500
MSFT,2025-09-10,21611800
MSFT,2025-09-11,18881600
MSFT,2025-09-12,23624900
MSFT,2025-09-15,17143800
MSFT,2025-09-16,19711900
MSFT,2025-09-17,15816600
MSFT,2025-09-18,18913700
MSFT,2025-09-19,52474100
MSFT,2025-09-22,20009300
MSFT,2025-09-23,19799600
MSFT,2025-09-24,13533700
MSFT,2025-09-25,15786500
MSFT,2025-09-26,16213100
MSFT,2025-09-29,17617800
MSFT,2025-09-30,19728200
MSFT,2025-10-01,22632300
MSFT,2025-10-02,21222900
MSFT,2025-10-03,15112300
MSFT,2025-10-06,21388600
MSFT,2025-10-07,14615200
MSFT,2025-10-08,13363400
MSFT,2025-10-09,18343600
MSFT,2025-10-10,24133800
MSFT,2025-10-13,14284200
MSFT,2025-10-14,14684300
MSFT,2025-10-15,14694700
MSFT,2025-10-16,15559600
MSFT,2025-10-17,19867800
MSFT,2025-10-20,14665600
MSFT,2025-10-21,15586200
MSFT,2025-10-22,18962700
MSFT,2025-10-23,14023500
MSFT,2025-10-24,15532400
MSFT,2025-10-27,18734700
MSFT,2025-10-28,29986700
MSFT,2025-10-29,36023000
MSFT,2025-10-30,41023100
MSFT,2025-10-31,34006400
MSFT,2025-11-03,22374700
MSFT,2025-11-04,20958700
MSFT,2025-11-05,23024300
MSFT,2025-11-06,27406500
MSFT,2025-11-07,24019800
MSFT,2025-11-10,26101500
MSFT,2025-11-11,17980000
MSFT,2025-11-12,26574900
MSFT,2025-11-13,25273100
MSFT,2025-11-14,28505700
MSFT,2025-11-17,19092800
MSFT,2025-11-18,33815100
MSFT,2025-11-19,23245300
MSFT,2025-11-20,26802500
MSFT,2025-11-21,31769200
MSFT,2025-11-24,34421000
MSFT,2025-11-25,28019800
MSFT,2025-11-26,25709100
MSFT,2025-11-28,14386700
MSFT,2025-12-01,23964000
MSFT,2025-12-02,19562700
MSFT,2025-12-03,34615100
MSFT,2025-12-04,22318200
MSFT,2025-12-05,22608700
MSFT,2025-12-08,21965900
MSFT,2025-12-09,14696100
MSFT,2025-12-10,35756200
MSFT,2025-12-11,24669200
MSFT,2025-12-12,21248100
MSFT,2025-12-15,23727700
MSFT,2025-12-16,20705600
MSFT,2025-12-17,24527200
MSFT,2025-12-18,28573500
MSFT,2025-12-19,70836100
MSFT,2025-12-22,16963000
MSFT,2025-12-23,14683600
MSFT,2025-12-24,5855900
MSFT,2025-12-26,8842200
MSFT,2025-12-29,10893400
MSFT,2025-12-30,13944500
MSFT,2025-12-31,15601600
MSFT,2026-01-02,25571600
MSFT,2026-01-05,25250300
MSFT,2026-01-06,23037700
MSFT,2026-01-07,25564200
MSFT,2026-01-08,18162600
MSFT,2026-01-09,18491000
MSFT,2026-01-12,23519900
MSFT,2026-01-13,28545800
MSFT,2026-01-14,28184300
MSFT,2026-01-15,23225800
MSFT,2026-01-16,34246700
MSFT,2026-01-20,26130000
MSFT,2026-01-21,37980500
MSFT,2026-01-22,25349400
MSFT,2026-01-23,38000200
MSFT,2026-01-26,29291200
MSFT,2026-01-27,29213900
MSFT,2026-01-28,36875400
MSFT,2026-01-29,128855300
MSFT,2026-01-30,58566800
MSFT,2026-02-02,42219900
MSFT,2026-02-03,61424100
MSFT,2026-02-04,45012400
MSFT,2026-02-05,66289200
MSFT,2026-02-06,53515300
MSFT,2026-02-09,45480500
MSFT,2026-02-10,44857900
MSFT,2026-02-11,42491000
MSFT,2026-02-12,40802400
MSFT,2026-02-13,34091600
MSFT,2026-02-17,32078800
MSFT,2026-02-18,23223400
MSFT,2026-02-19,28234000
MSFT,2026-02-20,34015200
MSFT,2026-02-23,43238300
MSFT,2026-02-24,33884700
MSFT,2026-02-25,43625500
MSFT,2026-02-26,34405900
MSFT,2026-02-27,51367200
MSFT,2026-03-02,35474900
MSFT,2026-03-03,38199200
MSFT,2026-03-04,35808000
MSFT,2026-03-05,39001300
MSFT,2026-03-06,31123900
MSFT,2026-03-09,30131900
MSFT,2026-03-10,31706400
MSFT,2026-03-11,25512100
MSFT,2026-03-12,27263900
MSFT,2026-03-13,26848000
MSFT,2026-03-16,27733700
MSFT,2026-03-17,26228300
MSFT,2026-03-18,25908500
MSFT,2026-03-19,25138800
MSFT,2026-03-20,50853200
