activo,fecha,volumen
AAPL,2024-04-04,53704400
AAPL,2024-04-05,42104800
AAPL,2024-04-08,37425500
AAPL,2024-04-09,42373800
AAPL,2024-04-10,49709300
AAPL,2024-04-11,91070300
AAPL,2024-04-12,101670900
AAPL,2024-04-15,73531800
AAPL,2024-04-16,73711200
AAPL,2024-04-17,50901200
AAPL,2024-04-18,43122900
AAPL,2024-04-19,68149400
AAPL,2024-04-22,48116400
AAPL,2024-04-23,49537800
AAPL,2024-04-24,48251800
AAPL,2024-04-25,50558300
AAPL,2024-04-26,44838400
AAPL,2024-04-29,68169400
AAPL,2024-04-30,65934800
AAPL,2024-05-01,50383100
AAPL,2024-05-02,94214900
AAPL,2024-05-03,163224100
AAPL,2024-05-06,78569700
AAPL,2024-05-07,77305800
AAPL,2024-05-08,45057100
AAPL,2024-05-09,48983000
AAPL,2024-05-10,50759500
AAPL,2024-05-13,72044800
AAPL,2024-05-14,52393600
AAPL,2024-05-15,70400000
AAPL,2024-05-16,52845200
AAPL,2024-05-17,41282900
AAPL,2024-05-20,44361300
AAPL,2024-05-21,42309400
AAPL,2024-05-22,34648500
AAPL,2024-05-23,51005900
AAPL,2024-05-24,36327000
AAPL,2024-05-28,52280100
AAPL,2024-05-29,53068000
AAPL,2024-05-30,49889100
AAPL,2024-05-31,75158300
AAPL,2024-06-03,50080500
AAPL,2024-06-04,47471400
AAPL,2024-06-05,54156800
AAPL,2024-06-06,41181800
AAPL,2024-06-07,53103900
AAPL,2024-06-10,97010200
AAPL,2024-06-11,172373300
AAPL,2024-06-12,198134300
AAPL,2024-06-13,97862700
AAPL,2024-06-14,70122700
AAPL,2024-06-17,93728300
AAPL,2024-06-18,79943300
AAPL,2024-06-20,86172500
AAPL,2024-06-21,241805100
AAPL,2024-06-24,80727000
AAPL,2024-06-25,55549700
AAPL,2024-06-26,66213200
AAPL,2024-06-27,49772700
AAPL,2024-06-28,82542700
AAPL,2024-07-01,60402900
AAPL,2024-07-02,58046200
AAPL,2024-07-03,37369800
AAPL,2024-07-05,60412400
AAPL,2024-07-08,59085900
AAPL,2024-07-09,48076100
AAPL,2024-07-10,62627700
AAPL,2024-07-11,64710600
AAPL,2024-07-12,53046500
AAPL,2024-07-15,62631300
AAPL,2024-07-16,43234300
AAPL,2024-07-17,57345900
AAPL,2024-07-18,66034600
AAPL,2024-07-19,49151500
AAPL,2024-07-22,48201800
AAPL,2024-07-23,39960300
AAPL,2024-07-24,61777600
AAPL,2024-07-25,51391200
AAPL,2024-07-26,41601300
AAPL,2024-07-29,36311800
AAPL,2024-07-30,41643800
AAPL,2024-07-31,50036300
AAPL,2024-08-01,62501000
AAPL,2024-08-02,105568600
AAPL,2024-08-05,119548600
AAPL,2024-08-06,69660500
AAPL,2024-08-07,63516400
AAPL,2024-08-08,47161100
AAPL,2024-08-09,42201600
AAPL,2024-08-12,38028100
AAPL,2024-08-13,44155300
AAPL,2024-08-14,41960600
AAPL,2024-08-15,46414000
AAPL,2024-08-16,44340200
AAPL,2024-08-19,40687800
AAPL,2024-08-20,30299000
AAPL,2024-08-21,34765500
AAPL,2024-08-22,43695300
AAPL,2024-08-23,38677300
AAPL,2024-08-26,30602200
AAPL,2024-08-27,35934600
AAPL,2024-08-28,38052200
AAPL,2024-08-29,51906300
AAPL,2024-08-30,52990800
AAPL,2024-09-03,50190600
AAPL,2024-09-04,43840200
AAPL,2024-09-05,36615400
AAPL,2024-09-06,48423000
AAPL,2024-09-09,67180000
AAPL,2024-09-10,51591000
AAPL,2024-09-11,44587100
AAPL,2024-09-12,37455600
AAPL,2024-09-13,36766600
AAPL,2024-09-16,59357400
AAPL,2024-09-17,45519300
AAPL,2024-09-18,59894900
AAPL,2024-09-19,66781300
AAPL,2024-09-20,318679900
AAPL,2024-09-23,54146000
AAPL,2024-09-24,43556100
AAPL,2024-09-25,42308700
AAPL,2024-09-26,36636700
AAPL,2024-09-27,34026000
AAPL,2024-09-30,54541900
AAPL,2024-10-01,63285000
AAPL,2024-10-02,32880600
AAPL,2024-10-03,34044200
AAPL,2024-10-04,37245100
AAPL,2024-10-07,39505400
AAPL,2024-10-08,31855700
AAPL,2024-10-09,33591100
AAPL,2024-10-10,28183500
AAPL,2024-10-11,31759200
AAPL,2024-10-14,39882100
AAPL,2024-10-15,64751400
AAPL,2024-10-16,34082200
AAPL,2024-10-17,32993800
AAPL,2024-10-18,46431500
AAPL,2024-10-21,36254500
AAPL,2024-10-22,38846600
AAPL,2024-10-23,52287000
AAPL,2024-10-24,31109500
AAPL,2024-10-25,38802300
AAPL,2024-10-28,36087100
AAPL,2024-10-29,35417200
AAPL,2024-10-30,47070900
AAPL,2024-10-31,64370100
AAPL,2024-11-01,65276700
AAPL,2024-11-04,44944500
AAPL,2024-11-05,28111300
AAPL,2024-11-06,54561100
AAPL,2024-11-07,42137700
AAPL,2024-11-08,38328800
AAPL,2024-11-11,42005600
AAPL,2024-11-12,40398300
AAPL,2024-11-13,48566200
AAPL,2024-11-14,44923900
AAPL,2024-11-15,47923700
AAPL,2024-11-18,44633700
AAPL,2024-11-19,36211800
AAPL,2024-11-20,35169600
AAPL,2024-11-21,42108300
AAPL,2024-11-22,38168300
AAPL,2024-11-25,90152800
AAPL,2024-11-26,45986200
AAPL,2024-11-27,33498400
AAPL,2024-11-29,28481400
AAPL,2024-12-02,48137100
AAPL,2024-12-03,38861000
AAPL,2024-12-04,44383900
AAPL,2024-12-05,40033900
AAPL,2024-12-06,36870600
AAPL,2024-12-09,44649200
AAPL,2024-12-10,36914800
AAPL,2024-12-11,45205800
AAPL,2024-12-12,32777500
AAPL,2024-12-13,33155300
AAPL,2024-12-16,51694800
AAPL,2024-12-17,51356400
AAPL,2024-12-18,56774100
AAPL,2024-12-19,60882300
AAPL,2024-12-20,147495300
AAPL,2024-12-23,40858800
AAPL,2024-12-24,23234700
AAPL,2024-12-26,27237100
AAPL,2024-12-27,42355300
AAPL,2024-12-30,35557500
AAPL,2024-12-31,39480700
AAPL,2025-01-02,55740700
AAPL,2025-01-03,40244100
AAPL,2025-01-06,45045600
AAPL,2025-01-07,40856000
AAPL,2025-01-08,37628900
AAPL,2025-01-10,61710900
AAPL,2025-01-13,49630700
AAPL,2025-01-14,39435300
AAPL,2025-01-15,39832000
AAPL,2025-01-16,71759100
AAPL,2025-01-17,68488300
AAPL,2025-01-21,98070400
AAPL,2025-01-22,64126500
AAPL,2025-01-23,60234800
AAPL,2025-01-24,54697900
AAPL,2025-01-27,94863400
AAPL,2025-01-28,75707600
AAPL,2025-01-29,45486100
AAPL,2025-01-30,55658300
AAPL,2025-01-31,100959800
AAPL,2025-02-03,73063300
AAPL,2025-02-04,45067300
AAPL,2025-02-05,39620300
AAPL,2025-02-06,29925300
AAPL,2025-02-07,39707200
AAPL,2025-02-10,33115600
AAPL,2025-02-11,53718400
AAPL,2025-02-12,45243300
AAPL,2025-02-13,53614100
AAPL,2025-02-14,40896200
AAPL,2025-02-18,48822500
AAPL,2025-02-19,32204200
AAPL,2025-02-20,32316900
AAPL,2025-02-21,53197400
AAPL,2025-02-24,51326400
AAPL,2025-02-25,48013300
AAPL,2025-02-26,44433600
AAPL,2025-02-27,41153600
AAPL,2025-02-28,56833400
AAPL,2025-03-03,47184000
AAPL,2025-03-04,53798100
AAPL,2025-03-05,47227600
AAPL,2025-03-06,45170400
AAPL,2025-03-07,46273600
AAPL,2025-03-10,72071200
AAPL,2025-03-11,76137400
AAPL,2025-03-12,62547500
AAPL,2025-03-13,61368300
AAPL,2025-03-14,60107600
AAPL,2025-03-17,48073400
AAPL,2025-03-18,42432400
AAPL,2025-03-19,54385400
AAPL,2025-03-20,48862900
AAPL,2025-03-21,94127800
AAPL,2025-03-24,44299500
AAPL,2025-03-25,34493600
AAPL,2025-03-26,34466100
AAPL,2025-03-27,37094800
AAPL,2025-03-28,39818600
AAPL,2025-03-31,65299300
AAPL,2025-04-01,36412700
AAPL,2025-04-02,35905900
AAPL,2025-04-03,103419000
AAPL,2025-04-04,125910900
AAPL,2025-04-07,160466300
AAPL,2025-04-08,120859500
AAPL,2025-04-09,184395900
AAPL,2025-04-10,121880000
AAPL,2025-04-11,87435900
AAPL,2025-04-14,101352900
AAPL,2025-04-15,51343900
AAPL,2025-04-16,59732400
AAPL,2025-04-17,52164700
AAPL,2025-04-21,46742500
AAPL,2025-04-22,52976400
AAPL,2025-04-23,52929200
AAPL,2025-04-24,47311000
AAPL,2025-04-25,38222300
AAPL,2025-04-28,38743100
AAPL,2025-04-29,36827600
AAPL,2025-04-30,52286500
AAPL,2025-05-01,57365700
AAPL,2025-05-02,101010600
AAPL,2025-05-05,69018500
AAPL,2025-05-06,51216500
AAPL,2025-05-07,68536700
AAPL,2025-05-08,50478900
AAPL,2025-05-09,36453900
AAPL,2025-05-12,63775800
AAPL,2025-05-13,51909300
AAPL,2025-05-14,49325800
AAPL,2025-05-15,45029500
AAPL,2025-05-16,54737900
AAPL,2025-05-19,46140500
AAPL,2025-05-20,42496600
AAPL,2025-05-21,59211800
AAPL,2025-05-22,46742400
AAPL,2025-05-23,78432900
AAPL,2025-05-27,56288500
AAPL,2025-05-28,45339700
AAPL,2025-05-29,51396800
AAPL,2025-05-30,70819900
AAPL,2025-06-02,35423300
AAPL,2025-06-03,46381600
AAPL,2025-06-04,43604000
AAPL,2025-06-05,55126100
AAPL,2025-06-06,46607700
AAPL,2025-06-09,72862600
AAPL,2025-06-10,54672600
AAPL,2025-06-11,60989900
AAPL,2025-06-12,43904600
AAPL,2025-06-13,51447300
AAPL,2025-06-16,43020700
AAPL,2025-06-17,38856200
AAPL,2025-06-18,45394700
AAPL,2025-06-20,96813500
AAPL,2025-06-23,55814300
AAPL,2025-06-24,54064000
AAPL,2025-06-25,39525700
AAPL,2025-06-26,50799100
AAPL,2025-06-27,73188600
AAPL,2025-06-30,91912800
AAPL,2025-07-01,78788900
AAPL,2025-07-02,67941800
AAPL,2025-07-03,34955800
AAPL,2025-07-07,50229000
AAPL,2025-07-08,42848900
AAPL,2025-07-09,48749400
AAPL,2025-07-10,44443600
AAPL,2025-07-11,39765800
AAPL,2025-07-14,38840100
AAPL,2025-07-15,42296300
AAPL,2025-07-16,47490500
AAPL,2025-07-17,48068100
AAPL,2025-07-18,48974600
AAPL,2025-07-21,51377400
AAPL,2025-07-22,46404100
AAPL,2025-07-23,46989300
AAPL,2025-07-24,46022600
AAPL,2025-07-25,40268800
AAPL,2025-07-28,37858000
AAPL,2025-07-29,51411700
AAPL,2025-07-30,45512500
AAPL,2025-07-31,80698400
AAPL,2025-08-01,104434500
AAPL,2025-08-04,75109300
AAPL,2025-08-05,44155100
AAPL,2025-08-06,108483100
AAPL,2025-08-07,90224800
AAPL,2025-08-08,113854000
AAPL,2025-08-11,61806100
AAPL,2025-08-12,55626200
AAPL,2025-08-13,69878500
AAPL,2025-08-14,51916300
AAPL,2025-08-15,56038700
AAPL,2025-08-18,37476200
AAPL,2025-08-19,39402600
AAPL,2025-08-20,42263900
AAPL,2025-08-21,30621200
AAPL,2025-08-22,42477800
AAPL,2025-08-25,30983100
AAPL,2025-08-26,54575100
AAPL,2025-08-27,31259500
AAPL,2025-08-28,38074700
AAPL,2025-08-29,39418400
AAPL,2025-09-02,44075600
AAPL,2025-09-03,66427800
AAPL,2025-09-04,47549400
AAPL,2025-09-05,54870400
AAPL,2025-09-08,48999500
AAPL,2025-09-09,66313900
AAPL,2025-09-10,83440800
AAPL,2025-09-11,50208600
AAPL,2025-09-12,55824200
AAPL,2025-09-15,42699500
AAPL,2025-09-16,63421100
AAPL,2025-09-17,46508000
AAPL,2025-09-18,44249600
AAPL,2025-09-19,163741300
AAPL,2025-09-22,105517400
AAPL,2025-09-23,60275200
AAPL,2025-09-24,42303700
AAPL,2025-09-25,55202100
AAPL,2025-09-26,46076300
AAPL,2025-09-29,40127700
AAPL,2025-09-30,37704300
AAPL,2025-10-01,48713900
AAPL,2025-10-02,42630200
AAPL,2025-10-03,49155600
AAPL,2025-10-06,44664100
AAPL,2025-10-07,31955800
AAPL,2025-10-08,36496900
AAPL,2025-10-09,38322000
AAPL,2025-10-10,61999100
AAPL,2025-10-13,38142900
AAPL,2025-10-14,35478000
AAPL,2025-10-15,33893600
AAPL,2025-10-16,39777000
AAPL,2025-10-17,49147000
AAPL,2025-10-20,90483000
AAPL,2025-10-21,46695900
AAPL,2025-10-22,45015300
AAPL,2025-10-23,32754900
AAPL,2025-10-24,38253700
AAPL,2025-10-27,44888200
AAPL,2025-10-28,41534800
AAPL,2025-10-29,51086700
AAPL,2025-10-30,69886500
AAPL,2025-10-31,86167100
AAPL,2025-11-03,50194600
AAPL,2025-11-04,49274800
AAPL,2025-11-05,43683100
AAPL,2025-11-06,51204000
AAPL,2025-11-07,48227400
AAPL,2025-11-10,41312400
AAPL,2025-11-11,46208300
AAPL,2025-11-12,48398000
AAPL,2025-11-13,49602800
AAPL,2025-11-14,47431300
AAPL,2025-11-17,45018300
AAPL,2025-11-18,45677300
AAPL,2025-11-19,40424500
AAPL,2025-11-20,45823600
AAPL,2025-11-21,59030800
AAPL,2025-11-24,65585800
AAPL,2025-11-25,46914200
AAPL,2025-11-26,33431400
AAPL,2025-11-28,20135600
AAPL,2025-12-01,46587700
AAPL,2025-12-02,53669500
AAPL,2025-12-03,43538700
AAPL,2025-12-04,43989100
AAPL,2025-12-05,47265800
AAPL,2025-12-08,38211800
AAPL,2025-12-09,32193300
AAPL,2025-12-10,33038300
AAPL,2025-12-11,33248000
AAPL,2025-12-12,39532900
AAPL,2025-12-15,50409100
AAPL,2025-12-16,37648600
AAPL,2025-12-17,50138700
AAPL,2025-12-18,51630700
AAPL,2025-12-19,144632000
AAPL,2025-12-22,36571800
AAPL,2025-12-23,29642000
AAPL,2025-12-24,17910600
AAPL,2025-12-26,21521800
AAPL,2025-12-29,23715200
AAPL,2025-12-30,22139600
AAPL,2025-12-31,27293600
AAPL,2026-01-02,37838100
AAPL,2026-01-05,45647200
AAPL,2026-01-06,52352100
AAPL,2026-01-07,48309800
AAPL,2026-01-08,50419300
AAPL,2026-01-09,39997000
AAPL,2026-01-12,45263800
AAPL,2026-01-13,45730800
AAPL,2026-01-14,40019400
AAPL,2026-01-15,39388600
AAPL,2026-01-16,72142800
AAPL,2026-01-20,80267500
AAPL,2026-01-21,54641700
AAPL,2026-01-22,39708300
AAPL,2026-01-23,41689000
AAPL,2026-01-26,55969200
AAPL,2026-01-27,49648300
AAPL,2026-01-28,41288000
AAPL,2026-01-29,67253000
AAPL,2026-01-30,92443400
AAPL,2026-02-02,73913400
AAPL,2026-02-03,64394700
AAPL,2026-02-04,90545700
AAPL,2026-02-05,52977400
AAPL,2026-02-06,50453400
AAPL,2026-02-09,44623400
AAPL,2026-02-10,34376900
AAPL,2026-02-11,51931300
AAPL,2026-02-12,81077200
AAPL,2026-02-13,56290700
AAPL,2026-02-17,58469100
AAPL,2026-02-18,34203300
AAPL,2026-02-19,30845300
AAPL,2026-02-20,42070500
AAPL,2026-02-23,37308200
AAPL,2026-02-24,47014600
AAPL,2026-02-25,33714300
AAPL,2026-02-26,32345100
AAPL,2026-02-27,72366500
AAPL,2026-03-02,41827900
AAPL,2026-03-03,38568900
AAPL,2026-03-04,39803100
AAPL,2026-03-05,49658600
AAPL,2026-03-06,41120000
AAPL,2026-03-09,38218500
AAPL,2026-03-10,30590800
AAPL,2026-03-11,26218900
AAPL,2026-03-12,40794000
AAPL,2026-03-13,36930000
AAPL,2026-03-16,32074200
AAPL,2026-03-17,32361600
AAPL,2026-03-18,35757900
AAPL,2026-03-19,34864100
AAPL,2026-03-20,88331100
AAPL,2026-03-23,40546100
AAPL,2026-03-24,45152300
AAPL,2026-03-25,28476700
AAPL,2026-03-26,41796700
AAPL,2026-03-27,47842500
MSFT,2021-03-29,25227500
MSFT,2021-03-30,24792000
MSFT,2021-03-31,43623500
MSFT,2021-04-01,30338000
MSFT,2021-04-05,36910600
MSFT,2021-04-06,22931900
MSFT,2021-04-07,22719800
MSFT,2021-04-08,23625200
MSFT,2021-04-09,24326800
MSFT,2021-04-12,27148700
MSFT,2021-04-13,23837500
MSFT,2021-04-14,23070900
MSFT,2021-04-15,25627500
MSFT,2021-04-16,24878600
MSFT,2021-04-19,23209300
MSFT,2021-04-20,19722900
MSFT,2021-04-21,24030400
MSFT,2021-04-22,25606200
MSFT,2021-04-23,21462600
MSFT,2021-04-26,19763300
MSFT,2021-04-27,31014200
MSFT,2021-04-28,46903100
MSFT,2021-04-29,40589000
MSFT,2021-04-30,30945100
MSFT,2021-05-03,19626600
MSFT,2021-05-04,32756100
MSFT,2021-05-05,21901300
MSFT,2021-05-06,26491100
MSFT,2021-05-07,27032900
MSFT,2021-05-10,29299900
MSFT,2021-05-11,33641600
MSFT,2021-05-12,36684400
MSFT,2021-05-13,29624300
MSFT,2021-05-14,23901100
MSFT,2021-05-17,24970200
MSFT,2021-05-18,20168000
MSFT,2021-05-19,25739800
MSFT,2021-05-20,21800700
MSFT,2021-05-21,21863100
MSFT,2021-05-24,21411500
MSFT,2021-05-25,17704300
MSFT,2021-05-26,17771600
MSFT,2021-05-27,24426200
MSFT,2021-05-28,18270200
MSFT,2021-06-01,23213300
MSFT,2021-06-02,19406700
MSFT,2021-06-03,25307700
MSFT,2021-06-04,25281100
MSFT,2021-06-07,23079200
MSFT,2021-06-08,22455000
MSFT,2021-06-09,17937600
MSFT,2021-06-10,24563600
MSFT,2021-06-11,18999700
MSFT,2021-06-14,19150500
MSFT,2021-06-15,18038900
MSFT,2021-06-16,27220000
MSFT,2021-06-17,27565500
MSFT,2021-06-18,37202200
MSFT,2021-06-21,26696100
MSFT,2021-06-22,24694100
MSFT,2021-06-23,19518700
MSFT,2021-06-24,21446900
MSFT,2021-06-25,25611100
MSFT,2021-06-28,19590000
MSFT,2021-06-29,19937800
MSFT,2021-06-30,21656500
MSFT,2021-07-01,16725300
MSFT,2021-07-02,26458000
MSFT,2021-07-06,31565600
MSFT,2021-07-07,23260000
MSFT,2021-07-08,24618600
MSFT,2021-07-09,23916700
MSFT,2021-07-12,18931700
MSFT,2021-07-13,26120100
MSFT,2021-07-14,23113700
MSFT,2021-07-15,22604200
MSFT,2021-07-16,26186800
MSFT,2021-07-19,32935600
MSFT,2021-07-20,26259700
MSFT,2021-07-21,24364300
MSFT,2021-07-22,23384100
MSFT,2021-07-23,22768100
MSFT,2021-07-26,23176100
MSFT,2021-07-27,33604100
MSFT,2021-07-28,33566900
MSFT,2021-07-29,18168300
MSFT,2021-07-30,20944800
MSFT,2021-08-02,16267400
MSFT,2021-08-03,17879000
MSFT,2021-08-04,16191300
MSFT,2021-08-05,13900200
MSFT,2021-08-06,16589300
MSFT,2021-08-09,16117600
MSFT,2021-08-10,18616600
MSFT,2021-08-11,13955900
MSFT,2021-08-12,14561300
MSFT,2021-08-13,18249000
MSFT,2021-08-16,22507600
MSFT,2021-08-17,20075300
MSFT,2021-08-18,21813000
MSFT,2021-08-19,29850500
MSFT,2021-08-20,40817600
MSFT,2021-08-23,22830200
MSFT,2021-08-24,18175800
MSFT,2021-08-25,20006100
MSFT,2021-08-26,17666100
MSFT,2021-08-27,22605700
MSFT,2021-08-30,16348100
MSFT,2021-08-31,26285300
MSFT,2021-09-01,18983800
MSFT,2021-09-02,16285600
MSFT,2021-09-03,14747900
MSFT,2021-09-07,17180400
MSFT,2021-09-08,15046800
MSFT,2021-09-09,19927000
MSFT,2021-09-10,19633400
MSFT,2021-09-13,23652900
MSFT,2021-09-14,21853400
MSFT,2021-09-15,28356300
MSFT,2021-09-16,19550800
MSFT,2021-09-17,41372500
MSFT,2021-09-20,38278700
MSFT,2021-09-21,22364100
MSFT,2021-09-22,26626300
MSFT,2021-09-23,18604600
MSFT,2021-09-24,14999000
MSFT,2021-09-27,23571700
MSFT,2021-09-28,43186200
MSFT,2021-09-29,26353700
MSFT,2021-09-30,32343600
MSFT,2021-10-01,30086300
MSFT,2021-10-04,31350700
MSFT,2021-10-05,24993000
MSFT,2021-10-06,28002600
MSFT,2021-10-07,20430500
MSFT,2021-10-08,17685700
MSFT,2021-10-11,19298600
MSFT,2021-10-12,17974100
MSFT,2021-10-13,23416300
MSFT,2021-10-14,27262900
MSFT,2021-10-15,25384800
MSFT,2021-10-18,22729300
MSFT,2021-10-19,17682100
MSFT,2021-10-20,16537100
MSFT,2021-10-21,16918100
MSFT,2021-10-22,17449300
MSFT,2021-10-25,17554500
MSFT,2021-10-26,28107300
MSFT,2021-10-27,52588700
MSFT,2021-10-28,26297900
MSFT,2021-10-29,34766000
MSFT,2021-11-01,27073200
MSFT,2021-11-02,26487100
MSFT,2021-11-03,21500100
MSFT,2021-11-04,23992200
MSFT,2021-11-05,22570100
MSFT,2021-11-08,20897000
MSFT,2021-11-09,21307400
MSFT,2021-11-10,25500900
MSFT,2021-11-11,16849800
MSFT,2021-11-12,23831000
MSFT,2021-11-15,16723000
MSFT,2021-11-16,20886800
MSFT,2021-11-17,19053400
MSFT,2021-11-18,22463500
MSFT,2021-11-19,21963400
MSFT,2021-11-22,31031100
MSFT,2021-11-23,30427600
MSFT,2021-11-24,21661300
MSFT,2021-11-26,24217200
MSFT,2021-11-29,28563500
MSFT,2021-11-30,42885600
MSFT,2021-12-01,33337600
MSFT,2021-12-02,30766000
MSFT,2021-12-03,41779300
MSFT,2021-12-06,30032600
MSFT,2021-12-07,31021900
MSFT,2021-12-08,24761000
MSFT,2021-12-09,22214200
MSFT,2021-12-10,38095700
MSFT,2021-12-13,28899400
MSFT,2021-12-14,44438700
MSFT,2021-12-15,35381100
MSFT,2021-12-16,35034800
MSFT,2021-12-17,47750300
MSFT,2021-12-20,28326500
MSFT,2021-12-21,24740600
MSFT,2021-12-22,24831500
MSFT,2021-12-23,19617800
MSFT,2021-12-27,19947000
MSFT,2021-12-28,15661500
MSFT,2021-12-29,15042000
MSFT,2021-12-30,15994500
MSFT,2021-12-31,18000800
MSFT,2022-01-03,28865100
MSFT,2022-01-04,32674300
MSFT,2022-01-05,40054300
MSFT,2022-01-06,39646100
MSFT,2022-01-07,32720000
MSFT,2022-01-10,44289500
MSFT,2022-01-11,29386800
MSFT,2022-01-12,34372200
MSFT,2022-01-13,45366000
MSFT,2022-01-14,39846400
MSFT,2022-01-18,42333200
MSFT,2022-01-19,45933900
MSFT,2022-01-20,35380700
MSFT,2022-01-21,57984400
MSFT,2022-01-24,85731500
MSFT,2022-01-25,72848600
MSFT,2022-01-26,90428900
MSFT,2022-01-27,53481300
MSFT,2022-01-28,49743700
MSFT,2022-01-31,46444500
MSFT,2022-02-01,40950400
MSFT,2022-02-02,36636000
MSFT,2022-02-03,43730000
MSFT,2022-02-04,35096500
MSFT,2022-02-07,28533300
MSFT,2022-02-08,32421200
MSFT,2022-02-09,31284700
MSFT,2022-02-10,45386200
MSFT,2022-02-11,39175600
MSFT,2022-02-14,36359500
MSFT,2022-02-15,27058300
MSFT,2022-02-16,29982100
MSFT,2022-02-17,32461600
MSFT,2022-02-18,34264000
MSFT,2022-02-22,41736100
MSFT,2022-02-23,37811200
MSFT,2022-02-24,56989700
MSFT,2022-02-25,32546700
MSFT,2022-02-28,34627500
MSFT,2022-03-01,31217800
MSFT,2022-03-02,31873000
MSFT,2022-03-03,27314500
MSFT,2022-03-04,32356500
MSFT,2022-03-07,43157200
MSFT,2022-03-08,48159500
MSFT,2022-03-09,35204500
MSFT,2022-03-10,30628000
MSFT,2022-03-11,27209300
MSFT,2022-03-14,30660700
MSFT,2022-03-15,34245100
MSFT,2022-03-16,37826300
MSFT,2022-03-17,30816600
MSFT,2022-03-18,43390600
MSFT,2022-03-21,28351200
MSFT,2022-03-22,27599700
MSFT,2022-03-23,25715400
MSFT,2022-03-24,24484500
MSFT,2022-03-25,22566500
MSFT,2022-03-28,29578200
MSFT,2022-03-29,30393400
MSFT,2022-03-30,28163600
MSFT,2022-03-31,33422100
MSFT,2022-04-01,27110500
MSFT,2022-04-04,24289600
MSFT,2022-04-05,23156700
MSFT,2022-04-06,40110400
MSFT,2022-04-07,31411200
MSFT,2022-04-08,24361900
MSFT,2022-04-11,34569300
MSFT,2022-04-12,30966700
MSFT,2022-04-13,21907200
MSFT,2022-04-14,28221600
MSFT,2022-04-18,20778000
MSFT,2022-04-19,22297700
MSFT,2022-04-20,22906700
MSFT,2022-04-21,29454600
MSFT,2022-04-22,29405800
MSFT,2022-04-25,35678900
MSFT,2022-04-26,46518400
MSFT,2022-04-27,63477700
MSFT,2022-04-28,33646600
MSFT,2022-04-29,37073900
MSFT,2022-05-02,35151100
MSFT,2022-05-03,25978600
MSFT,2022-05-04,33599300
MSFT,2022-05-05,43260400
MSFT,2022-05-06,37780300
MSFT,2022-05-09,47726000
MSFT,2022-05-10,39336400
MSFT,2022-05-11,48975900
MSFT,2022-05-12,51033800
MSFT,2022-05-13,34925100
MSFT,2022-05-16,32550900
MSFT,2022-05-17,28828800
MSFT,2022-05-18,31356000
MSFT,2022-05-19,32692300
MSFT,2022-05-20,39199300
MSFT,2022-05-23,33175400
MSFT,2022-05-24,29043900
MSFT,2022-05-25,28547900
MSFT,2022-05-26,25002100
MSFT,2022-05-27,26910800
MSFT,2022-05-31,37827700
MSFT,2022-06-01,25292200
MSFT,2022-06-02,44008200
MSFT,2022-06-03,28059000
MSFT,2022-06-06,22400300
MSFT,2022-06-07,22860700
MSFT,2022-06-08,17372300
MSFT,2022-06-09,26439700
MSFT,2022-06-10,31422800
MSFT,2022-06-13,46135800
MSFT,2022-06-14,28651500
MSFT,2022-06-15,33111700
MSFT,2022-06-16,33169200
MSFT,2022-06-17,43084800
MSFT,2022-06-21,29928300
MSFT,2022-06-22,25939900
MSFT,2022-06-23,25861400
MSFT,2022-06-24,33923200
MSFT,2022-06-27,24615100
MSFT,2022-06-28,27295500
MSFT,2022-06-29,20069800
MSFT,2022-06-30,31730900
MSFT,2022-07-01,22837700
MSFT,2022-07-05,22941000
MSFT,2022-07-06,23824400
MSFT,2022-07-07,20859900
MSFT,2022-07-08,19658800
MSFT,2022-07-11,19455200
MSFT,2022-07-12,35868500
MSFT,2022-07-13,29497400
MSFT,2022-07-14,25102800
MSFT,2022-07-15,29774100
MSFT,2022-07-18,20975000
MSFT,2022-07-19,25012600
MSFT,2022-07-20,22788300
MSFT,2022-07-21,22404700
MSFT,2022-07-22,21881300
MSFT,2022-07-25,21056000
MSFT,2022-07-26,39348000
MSFT,2022-07-27,45994000
MSFT,2022-07-28,33459300
MSFT,2022-07-29,32152800
MSFT,2022-08-01,21539600
MSFT,2022-08-02,22754200
MSFT,2022-08-03,23518900
MSFT,2022-08-04,18098700
MSFT,2022-08-05,16774600
MSFT,2022-08-08,18739200
MSFT,2022-08-09,23405200
MSFT,2022-08-10,24687800
MSFT,2022-08-11,20065900
MSFT,2022-08-12,22619700
MSFT,2022-08-15,18085700
MSFT,2022-08-16,18102900
MSFT,2022-08-17,18253400
MSFT,2022-08-18,17186200
MSFT,2022-08-19,20570000
MSFT,2022-08-22,25061100
MSFT,2022-08-23,17527400
MSFT,2022-08-24,18137000
MSFT,2022-08-25,16583400
MSFT,2022-08-26,27549300
MSFT,2022-08-29,20338500
MSFT,2022-08-30,22767100
MSFT,2022-08-31,24791800
MSFT,2022-09-01,23263400
MSFT,2022-09-02,22855400
MSFT,2022-09-06,21328200
MSFT,2022-09-07,24126700
MSFT,2022-09-08,20319900
MSFT,2022-09-09,22084700
MSFT,2022-09-12,18747700
MSFT,2022-09-13,33353300
MSFT,2022-09-14,23913000
MSFT,2022-09-15,31530900
MSFT,2022-09-16,39791800
MSFT,2022-09-19,26826900
MSFT,2022-09-20,26660300
MSFT,2022-09-21,28625600
MSFT,2022-09-22,31061200
MSFT,2022-09-23,34176000
